window_end_host_ts,window_s,attempts,d_anon_fault_alloc,d_anon_fault_fallback,fallback_ratio,errors_in_window,d_anon_fault_fallback_charge,d_folio_alloc_total,d_folio_large_total,d_order_0,d_order_1,d_order_10,d_order_11,d_order_12,d_order_13,d_order_14,d_order_15,d_order_2,d_order_3,d_order_4,d_order_5,d_order_6,d_order_7,d_order_8,d_order_9,d_split,d_swpin,d_swpout,d_zswpout
1782915279,10,83527,83526,1,0.000012,0,0,0,0,,,,,,,,,,,,,,,,,128,0,0,0
