host_ts,allocstall_normal,allocstall_movable,pgscan_direct,pgsteal_direct,pgscan_kswapd,pgsteal_kswapd,pgscan_direct_throttle,compact_stall,compact_success,compact_daemon_wake,compact_daemon_migrate_scanned,compact_daemon_free_scanned,compact_daemon_order2_created,alloc_success_order0,alloc_success_order2,alloc_fail_wmark,alloc_fail_fragment,kcompactd_timeout_wake,kcompactd_order2_low,kcompactd_wake_from_vmscan,kcompactd_wake_from_alloc,pageoutrun,kswapd_inodesteal
1782915269,4264,67921,7133114,4626873,84676317,55841053,0,6445,5670,17670,11942300,34095655,362738,49284776,33458689,4111,68386,607,79,6515,74087,6525,132
