host_ts,dt_s,d_allocstall_normal,d_allocstall_movable,d_pgscan_direct,d_pgsteal_direct,d_pgscan_kswapd,d_pgsteal_kswapd,d_pgscan_direct_throttle,d_compact_stall,d_compact_success,d_pageoutrun,d_kswapd_inodesteal
1781513012,33,107,2096,226814,130828,1353381,853270,0,471,365,287,34
